Price,Close,High,Low,Open,Volume
Ticker,ALV,ALV,ALV,ALV,ALV
Date,,,,,
2023-02-14,85.20288848876953,85.50412479051562,83.43311893172633,83.68729132566081,762700
2023-02-15,84.59100341796875,84.9204795132232,83.89439579056788,84.01677057393661,560000
2023-02-16,84.03559875488281,85.26879103094804,83.30133565517224,83.66846720502753,783500
2023-02-17,85.1181640625,85.57002211728214,83.38605708025541,83.97911404399434,792000
2023-02-21,84.92047882080078,86.85968712166388,84.72279316526,86.28546146435407,1451800
2023-02-22,85.12757873535156,85.63591634785386,84.3839000345819,84.81692677514903,1219600
2023-02-23,86.12543487548828,86.4831579769334,84.93932079333958,85.45706695178959,1084900
2023-02-24,86.01246643066406,86.25721599966,84.45921375922849,84.63807529060577,2173600
2023-02-27,87.69751739501953,88.62946620852385,87.43392931073826,87.43392931073826,1369300
2023-02-28,87.15152740478516,87.95168579586591,86.99149716297724,87.49982767436224,1136300
2023-03-01,88.53533172607422,88.99659830774598,87.61279138068971,87.86695662878286,993200
2023-03-02,87.78223419189453,87.78223419189453,86.35136340055352,86.98207585282697,664000
2023-03-03,89.50492858886719,89.56140815443327,87.78223001869796,88.54473288200155,872700
2023-03-06,90.50276184082031,91.73594675667368,90.37097141540268,91.73594675667368,3363500
2023-03-07,89.20419311523438,90.94827331491578,88.6639066151498,90.35111683535476,2023200
2023-03-08,90.32268524169922,90.63548460395297,89.22315071923863,89.56438507229976,1057500
2023-03-09,88.67337799072266,91.18523157480067,88.52171508588796,90.21840586737814,1102100
2023-03-10,86.91034698486328,89.13784373872454,85.83924747733973,89.01462303743975,1321900
2023-03-13,84.90084838867188,85.62123274016248,82.79657254068977,83.96245764597477,1765900
2023-03-14,87.20417785644531,88.3226665138715,86.36057280136889,86.9956449697189,1693000
2023-03-15,83.62124633789062,83.73498631878881,81.71602210928373,82.99564751620068,1768400
2023-03-16,85.20417022705078,85.30843667262997,82.37951715141219,82.4743028569335,1546600
2023-03-17,82.82501220703125,83.9435009087079,81.58330280908932,83.83923446121962,12459500
2023-03-20,82.15202331542969,83.79184423520795,81.86766619701288,82.89136194767352,1364600
2023-03-21,84.75867462158203,85.3558383429615,84.00038169951404,84.07620592954048,1161000
